tripduration,start station name,end station name,bikeid,usertype,birth year,age,gender
787,Grove St PATH,Fairmount Ave,29293,Subscriber,1981,37,Male
207,Grove St PATH,Jersey & 6th St,29662,Subscriber,1970,48,Male
311,Grove St PATH,Hamilton Park,32417,Subscriber,1969,49,Unknown
299,Grove St PATH,Brunswick St,29474,Customer,1969,49,Unknown
338,Grove St PATH,JC Medical Center,26208,Subscriber,1975,43,Male
274,Grove St PATH,Brunswick St,33623,Subscriber,1981,37,Female
263,Grove St PATH,Monmouth and 6th,29509,Subscriber,1984,34,Male
280,Grove St PATH,Brunswick & 6th,29681,Subscriber,1992,26,Male
1201,Grove St PATH,Hamilton Park,29449,Subscriber,1986,32,Male
307,Grove St PATH,Brunswick & 6th,29278,Subscriber,1977,41,Male
401,Grove St PATH,Brunswick & 6th,29575,Subscriber,1982,36,Female
341,Grove St PATH,Brunswick & 6th,26241,Subscriber,1992,26,Female
171,Grove St PATH,Marin Light Rail,29493,Subscriber,1982,36,Male
775,Grove St PATH,Brunswick & 6th,33695,Subscriber,1964,54,Male
258,Grove St PATH,Hamilton Park,29503,Subscriber,1986,32,Female
3299,Grove St PATH,JC Medical Center,29238,Customer,1969,49,Unknown
207,Grove St PATH,Jersey & 6th St,29533,Subscriber,1956,62,Male
347,Grove St PATH,Brunswick & 6th,26255,Subscriber,1980,38,Female
268,Grove St PATH,Marin Light Rail,26247,Subscriber,1991,27,Female
457,Grove St PATH,Jersey & 3rd,33634,Subscriber,1968,50,Male
503,Grove St PATH,Liberty Light Rail,29521,Subscriber,1990,28,Female
151,Grove St PATH,Marin Light Rail,33619,Subscriber,1986,32,Male
935,Grove St PATH,Essex Light Rail,29476,Customer,1969,49,Unknown
642,Grove St PATH,Liberty Light Rail,29239,Subscriber,1978,40,Male
205,Grove St PATH,Van Vorst Park,29287,Subscriber,1977,41,Male
354,Grove St PATH,Brunswick St,26212,Subscriber,1990,28,Female
745,Grove St PATH,Newport PATH,33680,Subscriber,1993,25,Male
260,Grove St PATH,Brunswick & 6th,33682,Subscriber,1992,26,Male
336,Grove St PATH,Brunswick & 6th,29495,Subscriber,1974,44,Male
345,Grove St PATH,Brunswick St,29636,Subscriber,1982,36,Female
202,Grove St PATH,Jersey & 6th St,26243,Subscriber,1992,26,Female
260,Grove St PATH,Brunswick St,29296,Subscriber,1982,36,Male
187,Grove St PATH,Jersey & 6th St,29586,Subscriber,1978,40,Male
282,Grove St PATH,Monmouth and 6th,29287,Subscriber,1981,37,Female
176,Grove St PATH,Van Vorst Park,33662,Subscriber,1984,34,Male
334,Grove St PATH,Brunswick St,29306,Subscriber,1980,38,Female
287,Grove St PATH,York St,29458,Subscriber,1986,32,Male
376,Grove St PATH,Grove St PATH,26177,Subscriber,1991,27,Male
261,Grove St PATH,York St,29540,Subscriber,56,56,Male
179,Grove St PATH,Van Vorst Park,26192,Subscriber,1981,37,Female
591,Grove St PATH,Hamilton Park,33595,Subscriber,1977,41,Male
294,Grove St PATH,Van Vorst Park,26262,Subscriber,1964,54,Male
777,Grove St PATH,Exchange Place,29201,Subscriber,1968,50,Male
326,Grove St PATH,Essex Light Rail,26215,Subscriber,1987,31,Male
400,Grove St PATH,Monmouth and 6th,29661,Subscriber,1954,64,Female
2577,Grove St PATH,Liberty Light Rail,29252,Subscriber,1980,38,Male
280,Grove St PATH,Brunswick & 6th,29508,Subscriber,1981,37,Female
248,Grove St PATH,Dixon Mills,26188,Subscriber,1977,41,Male
337,Grove St PATH,Jersey & 6th St,26301,Subscriber,1960,58,Male
259,Grove St PATH,Hamilton Park,26272,Subscriber,1988,30,Female
223,Grove St PATH,Jersey & 3rd,29670,Subscriber,1952,66,Male
217,Grove St PATH,Jersey & 3rd,26255,Subscriber,1956,62,Female
174,Grove St PATH,Dixon Mills,29514,Subscriber,1982,36,Female
277,Grove St PATH,Marin Light Rail,26230,Subscriber,1992,26,Male
399,Grove St PATH,Washington St,26177,Subscriber,1989,29,Female
452,Grove St PATH,Harborside,29483,Subscriber,1989,29,Male
493,Grove St PATH,Liberty Light Rail,26188,Subscriber,1987,31,Male
197,Grove St PATH,Van Vorst Park,33670,Subscriber,1977,41,Male
2145,Grove St PATH,Lafayette Park,32417,Subscriber,1978,40,Male
227,Grove St PATH,Van Vorst Park,29230,Subscriber,1990,28,Female
2794,Grove St PATH,Grand St,33625,Subscriber,1984,34,Male
122,Grove St PATH,Van Vorst Park,26247,Subscriber,1989,29,Male
1487,Grove St PATH,Newark Ave,26251,Subscriber,1980,38,Male
224,Grove St PATH,Van Vorst Park,26300,Subscriber,1967,51,Female
500,Grove St PATH,Jersey & 3rd,29466,Subscriber,1981,37,Female
468,Grove St PATH,Liberty Light Rail,33565,Subscriber,1990,28,Male
862,Grove St PATH,Hamilton Park,26277,Subscriber,56,56,Male
909,Grove St PATH,Exchange Place,29576,Subscriber,1969,49,Unknown
527,Grove St PATH,Hamilton Park,29570,Subscriber,1994,24,Female
524,Grove St PATH,Hamilton Park,33589,Subscriber,1988,30,Male
689,Grove St PATH,Newark Ave,29585,Subscriber,1994,24,Male
436,Grove St PATH,Baldwin at Montgomery,32046,Customer,1969,49,Unknown
327,Grove St PATH,Hamilton Park,29620,Subscriber,1971,47,Female
203,Grove St PATH,JC Medical Center,26312,Subscriber,1989,29,Male
346,Grove St PATH,Newark Ave,33665,Subscriber,1986,32,Male
269,Grove St PATH,Monmouth and 6th,29618,Subscriber,1978,40,Male
198,Grove St PATH,York St,29534,Subscriber,1954,64,Female
308,Grove St PATH,Hamilton Park,29666,Subscriber,1991,27,Female
513,Grove St PATH,Brunswick St,33573,Subscriber,1984,34,Male
151,Grove St PATH,Van Vorst Park,26281,Subscriber,1988,30,Male
178,Grove St PATH,Newark Ave,32046,Subscriber,1984,34,Female
208,Grove St PATH,Brunswick & 6th,29658,Subscriber,1981,37,Male
157,Grove St PATH,JC Medical Center,32417,Subscriber,1980,38,Male
257,Grove St PATH,Exchange Place,33627,Subscriber,1969,49,Unknown
265,Grove St PATH,Marin Light Rail,33573,Subscriber,1985,33,Male
993,Grove St PATH,Glenwood Ave,26200,Subscriber,1977,41,Male
242,Grove St PATH,Brunswick St,33610,Subscriber,1980,38,Male
231,Grove St PATH,Dixon Mills,29664,Subscriber,1996,22,Female
118,Grove St PATH,Marin Light Rail,29515,Subscriber,1991,27,Male
670,Grove St PATH,Glenwood Ave,33589,Subscriber,1991,27,Male
237,Grove St PATH,Marin Light Rail,26300,Subscriber,1984,34,Male
287,Grove St PATH,Hamilton Park,29673,Subscriber,1969,49,Unknown
1900,Grove St PATH,City Hall,33569,Subscriber,1982,36,Female
1249,Grove St PATH,Grove St PATH,26290,Customer,1969,49,Unknown
273,Grove St PATH,Marin Light Rail,33587,Subscriber,1963,55,Female
2976,Grove St PATH,City Hall,26262,Customer,1969,49,Unknown
403,Grove St PATH,Grand St,26227,Subscriber,1960,60,Male
1715,Grove St PATH,Washington St,29297,Customer,1969,49,Unknown
260,Grove St PATH,Brunswick & 6th,26290,Subscriber,1992,26,Female
287,Grove St PATH,Brunswick St,29493,Customer,1969,49,Unknown
360,Grove St PATH,Essex Light Rail,26223,Subscriber,1985,33,Female
309,Grove St PATH,Brunswick & 6th,29507,Subscriber,1983,35,Female
262,Grove St PATH,Hamilton Park,29512,Subscriber,1973,45,Male
266,Grove St PATH,Hamilton Park,29239,Subscriber,1975,43,Male
267,Grove St PATH,Hamilton Park,29434,Subscriber,1990,28,Male
446,Grove St PATH,Morris Canal,33662,Customer,1969,49,Unknown
413,Grove St PATH,Morris Canal,33680,Subscriber,1988,30,Male
314,Grove St PATH,Dixon Mills,26178,Subscriber,1996,22,Female
838,Grove St PATH,Jersey & 6th St,26301,Subscriber,1981,37,Male
682,Grove St PATH,Paulus Hook,29270,Customer,1969,49,Unknown
698,Grove St PATH,Paulus Hook,26241,Customer,1969,49,Unknown
546,Grove St PATH,Hilltop,33638,Subscriber,1968,50,Female
531,Grove St PATH,Hilltop,29434,Subscriber,1963,53,Male
1735,Grove St PATH,Grove St PATH,29239,Subscriber,1966,52,Male
468,Grove St PATH,Essex Light Rail,29197,Subscriber,1989,29,Female
622,Grove St PATH,Newport PATH,29284,Customer,1969,49,Unknown
586,Grove St PATH,Newport PATH,29508,Customer,1969,49,Unknown
391,Grove St PATH,Exchange Place,33612,Subscriber,1960,58,Male
529,Grove St PATH,Hamilton Park,33651,Subscriber,1966,52,Male
1457,Grove St PATH,Harborside,29298,Customer,1983,35,Female
1427,Grove St PATH,Harborside,29448,Customer,1982,36,Male
270,Grove St PATH,Brunswick St,29621,Subscriber,1970,48,Male
478,Grove St PATH,Exchange Place,33614,Subscriber,1980,38,Male
458,Grove St PATH,Exchange Place,33651,Subscriber,1980,38,Female
150,Grove St PATH,Van Vorst Park,29287,Subscriber,1989,29,Male
852,Grove St PATH,Washington St,26223,Customer,1969,49,Unknown
866,Grove St PATH,Washington St,33607,Customer,1969,49,Unknown
2442,Grove St PATH,Exchange Place,33566,Subscriber,1994,24,Male
2437,Grove St PATH,Exchange Place,29534,Customer,1993,25,Male
322,Grove St PATH,Hamilton Park,33634,Subscriber,1963,65,Male
266,Grove St PATH,Brunswick St,29681,Subscriber,1977,41,Female
193,Grove St PATH,Monmouth and 6th,33589,Subscriber,1988,30,Male
431,Grove St PATH,Exchange Place,29617,Customer,1982,36,Female
396,Grove St PATH,Exchange Place,26258,Subscriber,1975,43,Male
127,Grove St PATH,Dixon Mills,29663,Subscriber,1984,34,Female
224,Grove St PATH,Jersey & 6th St,33640,Subscriber,1992,26,Male
231,Grove St PATH,Marin Light Rail,29209,Subscriber,1979,39,Male
193,Grove St PATH,Marin Light Rail,29239,Subscriber,1986,32,Male
96,Grove St PATH,Van Vorst Park,26167,Subscriber,1993,25,Male
379,Grove St PATH,Van Vorst Park,33560,Subscriber,1977,41,Male
286,Grove St PATH,Hamilton Park,29515,Subscriber,1973,45,Male
366,Grove St PATH,Morris Canal,29587,Subscriber,1986,32,Male
273,Grove St PATH,Van Vorst Park,26289,Subscriber,1983,35,Male
262,Grove St PATH,Van Vorst Park,29498,Subscriber,1984,34,Female
455,Grove St PATH,Grove St PATH,29572,Subscriber,1974,44,Male
285,Grove St PATH,Warren St,29572,Customer,1984,34,Male
172,Grove St PATH,Marin Light Rail,32769,Subscriber,1974,44,Male
184,Grove St PATH,Dixon Mills,33578,Subscriber,1975,43,Male
1373,Grove St PATH,Pershing Field,29212,Subscriber,1995,23,Female
873,Grove St PATH,Lincoln Park,29663,Customer,1969,49,Unknown
844,Grove St PATH,Liberty Light Rail,29594,Customer,1969,49,Unknown
800,Grove St PATH,Liberty Light Rail,29460,Customer,1969,49,Unknown
278,Grove St PATH,Marin Light Rail,33631,Subscriber,1984,34,Male
439,Grove St PATH,Morris Canal,29664,Subscriber,1963,55,Male
442,Grove St PATH,Morris Canal,26309,Subscriber,56,56,Male
370,Grove St PATH,Essex Light Rail,29553,Subscriber,1990,28,Male
439,Grove St PATH,Morris Canal,33607,Subscriber,1990,28,Female
1012,Grove St PATH,Brunswick & 6th,29287,Subscriber,1992,26,Female
1012,Grove St PATH,Monmouth and 6th,29297,Subscriber,1993,25,Male
184,Grove St PATH,Dixon Mills,29293,Subscriber,1985,33,Male
587,Grove St PATH,Lafayette Park,29257,Subscriber,1986,32,Male
522,Grove St PATH,Liberty Light Rail,33589,Subscriber,1987,31,Male
187,Grove St PATH,Van Vorst Park,29126,Subscriber,1976,42,Male
183,Grove St PATH,Van Vorst Park,29600,Subscriber,1975,43,Female
234,Grove St PATH,Marin Light Rail,29213,Subscriber,1989,29,Female
416,Grove St PATH,Essex Light Rail,29640,Subscriber,1991,27,Male
189,Grove St PATH,Brunswick St,26281,Subscriber,1994,24,Male
434,Grove St PATH,Brunswick & 6th,26230,Subscriber,1969,49,Unknown
204,Grove St PATH,JC Medical Center,33589,Subscriber,1981,37,Male
274,Grove St PATH,Brunswick & 6th,29295,Subscriber,1985,33,Male
185,Grove St PATH,Van Vorst Park,29283,Subscriber,1981,37,Female
173,Grove St PATH,Dixon Mills,26257,Subscriber,1996,22,Female
681,Grove St PATH,Baldwin at Montgomery,29217,Subscriber,1992,26,Male
173,Grove St PATH,Dixon Mills,29295,Subscriber,1988,30,Male
613,Grove St PATH,5 Corners Library,26286,Subscriber,1981,37,Male
379,Grove St PATH,Brunswick & 6th,33557,Subscriber,1988,30,Male
232,Grove St PATH,Hamilton Park,29261,Subscriber,1990,28,Male
197,Grove St PATH,JC Medical Center,29217,Subscriber,1964,54,Male
150,Grove St PATH,Marin Light Rail,26287,Subscriber,1969,49,Unknown
275,Grove St PATH,Brunswick St,26262,Subscriber,1977,41,Female
348,Grove St PATH,Morris Canal,29297,Subscriber,1987,31,Male
444,Grove St PATH,Morris Canal,29469,Customer,1969,49,Unknown
401,Grove St PATH,Morris Canal,26309,Subscriber,1986,32,Female
582,Grove St PATH,Grove St PATH,26285,Subscriber,1984,34,Male
106,Grove St PATH,Newark Ave,26219,Subscriber,1991,27,Male
2166,Grove St PATH,Newark Ave,33612,Subscriber,1985,33,Male
168,Grove St PATH,Marin Light Rail,33557,Subscriber,1971,47,Male
231,Grove St PATH,JC Medical Center,26285,Subscriber,1969,49,Unknown
678,Grove St PATH,Communipaw & Berry Lane,26221,Subscriber,1979,39,Male
226,Grove St PATH,Marin Light Rail,32769,Subscriber,1990,28,Male
933,Grove St PATH,Warren St,29621,Customer,1969,49,Unknown
298,Grove St PATH,Warren St,26167,Subscriber,1970,48,Male
348,Grove St PATH,Dixon Mills,33578,Subscriber,56,56,Female
120,Grove St PATH,Van Vorst Park,26262,Subscriber,1990,28,Male
314,Grove St PATH,Brunswick St,29236,Customer,1969,49,Unknown
483,Grove St PATH,Newport PATH,26256,Subscriber,1980,38,Female
316,Grove St PATH,Brunswick & 6th,32259,Subscriber,1993,25,Male
642,Grove St PATH,Newport Pkwy,29658,Subscriber,1974,44,Female
313,Grove St PATH,JC Medical Center,33626,Subscriber,1955,63,Female
411,Grove St PATH,Harborside,33659,Subscriber,1990,28,Male
403,Grove St PATH,Harborside,26289,Subscriber,1993,25,Female
192,Grove St PATH,Warren St,33695,Subscriber,1969,49,Unknown
262,Grove St PATH,Marin Light Rail,26316,Subscriber,1992,26,Female
1390,Grove St PATH,Paulus Hook,29287,Customer,1969,49,Unknown
874,Grove St PATH,Liberty Light Rail,29292,Subscriber,1960,58,Male
1344,Grove St PATH,Paulus Hook,29296,Customer,1969,49,Unknown
267,Grove St PATH,Marin Light Rail,33554,Subscriber,1964,54,Female
235,Grove St PATH,Marin Light Rail,29641,Subscriber,1963,55,Male
200,Grove St PATH,Jersey & 6th St,33600,Subscriber,1992,26,Male
295,Grove St PATH,Morris Canal,29261,Subscriber,1973,45,Male
279,Grove St PATH,Montgomery St,29636,Subscriber,1977,41,Male
1179,Grove St PATH,Fairmount Ave,29604,Subscriber,1969,49,Male
374,Grove St PATH,Hamilton Park,29441,Customer,1990,28,Male
313,Grove St PATH,Morris Canal,32259,Subscriber,1980,38,Male
239,Grove St PATH,Marin Light Rail,26316,Subscriber,1979,39,Male
243,Grove St PATH,Montgomery St,33654,Subscriber,1976,42,Female
303,Grove St PATH,Hamilton Park,29248,Subscriber,1969,49,Unknown
252,Grove St PATH,Hamilton Park,29654,Subscriber,1979,39,Male
507,Grove St PATH,Montgomery St,29580,Subscriber,1986,32,Male
383,Grove St PATH,Exchange Place,33586,Subscriber,1992,26,Male
511,Grove St PATH,Monmouth and 6th,33638,Subscriber,1987,31,Male
295,Grove St PATH,Hamilton Park,26318,Subscriber,1980,38,Male
1099,Grove St PATH,Newport PATH,26200,Subscriber,1967,51,Male
345,Grove St PATH,Morris Canal,29539,Subscriber,1980,38,Male
281,Grove St PATH,Hamilton Park,29653,Subscriber,1981,37,Male
1149,Grove St PATH,Liberty Light Rail,33613,Customer,1969,49,Unknown
157,Grove St PATH,Newark Ave,33632,Subscriber,1990,28,Male
129,Grove St PATH,Newark Ave,33647,Subscriber,1981,37,Male
638,Grove St PATH,Van Vorst Park,29203,Subscriber,1993,25,Male
583,Grove St PATH,Van Vorst Park,29584,Subscriber,1991,27,Male
487,Grove St PATH,Morris Canal,29658,Subscriber,1987,31,Male
696,Grove St PATH,Communipaw & Berry Lane,26230,Subscriber,1992,26,Male
231,Grove St PATH,Jersey & 6th St,26178,Subscriber,1980,38,Male
722,Grove St PATH,Washington St,33626,Subscriber,1982,36,Male
330,Grove St PATH,Essex Light Rail,33607,Subscriber,1990,28,Male
388,Grove St PATH,Hamilton Park,29529,Subscriber,1980,38,Female
294,Grove St PATH,Monmouth and 6th,33600,Subscriber,1982,36,Female
273,Grove St PATH,Monmouth and 6th,29678,Subscriber,1982,36,Male
754,Grove St PATH,Newport Pkwy,29537,Subscriber,1989,29,Male
254,Grove St PATH,Warren St,33568,Subscriber,1969,49,Unknown
171,Grove St PATH,Van Vorst Park,33564,Subscriber,1990,28,Male
1641,Grove St PATH,Newport PATH,29199,Customer,1986,32,Male
1627,Grove St PATH,Newport PATH,29668,Customer,1991,27,Female
314,Grove St PATH,Harborside,29661,Subscriber,1988,30,Male
322,Grove St PATH,Brunswick & 6th,33575,Subscriber,1991,27,Female
525,Grove St PATH,Brunswick St,29597,Subscriber,1964,54,Female
336,Grove St PATH,Brunswick & 6th,26292,Subscriber,1988,30,Female
180,Grove St PATH,Van Vorst Park,26241,Subscriber,1988,30,Male
182,Grove St PATH,Van Vorst Park,33579,Subscriber,1981,37,Female
174,Grove St PATH,Van Vorst Park,33669,Subscriber,56,56,Male
247,Grove St PATH,Marin Light Rail,33565,Subscriber,1989,29,Male
1080,Grove St PATH,Monmouth and 6th,33591,Subscriber,1952,66,Male
194,Grove St PATH,Harborside,29461,Subscriber,1995,23,Male
321,Grove St PATH,Marin Light Rail,26204,Subscriber,56,56,Male
1524,Grove St PATH,Liberty Light Rail,26208,Customer,1969,49,Unknown
426,Grove St PATH,Newport PATH,26192,Subscriber,1981,37,Male
234,Grove St PATH,Monmouth and 6th,26257,Subscriber,1972,46,Male
303,Grove St PATH,Harborside,26182,Subscriber,1971,47,Male
280,Grove St PATH,Harborside,29547,Subscriber,1992,26,Male
304,Grove St PATH,Hamilton Park,29616,Subscriber,1990,28,Male
124,Grove St PATH,Newark Ave,33590,Subscriber,1988,30,Male
255,Grove St PATH,Marin Light Rail,29260,Subscriber,1984,34,Male
437,Grove St PATH,Morris Canal,29589,Subscriber,1983,35,Female
170,Grove St PATH,Jersey & 6th St,29554,Subscriber,1979,39,Male
164,Grove St PATH,Jersey & 6th St,29482,Subscriber,1981,37,Female
198,Grove St PATH,Van Vorst Park,29276,Subscriber,1977,41,Male
193,Grove St PATH,Jersey & 6th St,33677,Subscriber,1981,37,Female
125,Grove St PATH,Grove St PATH,33560,Subscriber,1991,27,Male
1042,Grove St PATH,Pershing Field,29516,Subscriber,1991,27,Male
309,Grove St PATH,Brunswick St,29303,Subscriber,1977,41,Female
234,Grove St PATH,Marin Light Rail,33590,Subscriber,1991,27,Male
317,Grove St PATH,Essex Light Rail,29221,Subscriber,1980,38,Male
833,Grove St PATH,JCBS Depot,29214,Subscriber,1991,27,Male
475,Grove St PATH,Grove St PATH,29465,Subscriber,1993,25,Male
518,Grove St PATH,Paulus Hook,33560,Subscriber,1983,35,Male
551,Grove St PATH,Exchange Place,26214,Subscriber,1966,52,Male
1041,Grove St PATH,Union St,32259,Subscriber,1990,28,Male
241,Grove St PATH,Monmouth and 6th,29307,Subscriber,1978,40,Male
190,Grove St PATH,Brunswick St,33638,Subscriber,1991,27,Male
732,Grove St PATH,Communipaw & Berry Lane,29305,Subscriber,1992,26,Male
322,Grove St PATH,Brunswick & 6th,26282,Subscriber,1978,40,Male
392,Grove St PATH,Grove St PATH,29521,Subscriber,1985,33,Male
1131,Grove St PATH,Newark Ave,29585,Subscriber,1992,26,Female
414,Grove St PATH,Paulus Hook,33695,Subscriber,1980,38,Male
749,Grove St PATH,Essex Light Rail,31151,Subscriber,1987,31,Male
558,Grove St PATH,Exchange Place,29612,Subscriber,1981,37,Male
315,Grove St PATH,York St,29512,Subscriber,56,56,Male
188,Grove St PATH,Montgomery St,29582,Subscriber,1986,32,Male
316,Grove St PATH,Hamilton Park,29583,Subscriber,1968,50,Male
222,Grove St PATH,JC Medical Center,29292,Subscriber,1979,39,Male
540,Grove St PATH,Liberty Light Rail,33576,Subscriber,1992,26,Male
280,Grove St PATH,Brunswick St,29440,Subscriber,1982,36,Male
236,Grove St PATH,Dixon Mills,29495,Subscriber,1977,41,Female
148,Grove St PATH,Van Vorst Park,29521,Subscriber,1977,41,Male
345,Grove St PATH,Monmouth and 6th,33617,Subscriber,1978,40,Female
165,Grove St PATH,Jersey & 3rd,29460,Subscriber,1987,31,Female
320,Grove St PATH,Hamilton Park,29508,Subscriber,1985,33,Female
240,Grove St PATH,Brunswick St,33668,Subscriber,1980,38,Male
199,Grove St PATH,Jersey & 6th St,33567,Subscriber,1968,50,Male
335,Grove St PATH,Brunswick & 6th,29448,Subscriber,1987,31,Female
284,Grove St PATH,Brunswick St,26227,Subscriber,1983,35,Male
800,Grove St PATH,Oakland Ave,26256,Subscriber,1991,27,Male
325,Grove St PATH,Brunswick & 6th,29547,Subscriber,1983,35,Male
150,Grove St PATH,Van Vorst Park,26170,Subscriber,1986,32,Male
386,Grove St PATH,Brunswick St,26301,Subscriber,1981,37,Female
202,Grove St PATH,Dixon Mills,33668,Subscriber,1986,32,Male
105,Grove St PATH,City Hall,33588,Subscriber,1969,49,Male
498,Grove St PATH,Liberty Light Rail,29529,Subscriber,1969,49,Male
